,nominal_temperature,boundary_conditions
3399,3,"[25, 25, 25, 25, 82, 82, 82, 82, 39, 39, 39, 39, 79, 79, 79, 79, 75, 75, 75, 75, 33, 33, 33, 33, 93, 93, 93, 93, 27, 27, 27, 27, 83, 83, 83, 83]"
3400,94,"[52, 52, 52, 52, 4, 4, 4, 4, 67, 67, 67, 67, 75, 75, 75, 75, 50, 50, 50, 50, 46, 46, 46, 46, 41, 41, 41, 41, 88, 88, 88, 88, 32, 32, 32, 32]"
3401,55,"[21, 21, 21, 21, 99, 99, 99, 99, 60, 60, 60, 60, 85, 85, 85, 85, 81, 81, 81, 81, 42, 42, 42, 42, 75, 75, 75, 75, 84, 84, 84, 84, 20, 20, 20, 20]"
3402,62,"[96, 96, 96, 96, 15, 15, 15, 15, 87, 87, 87, 87, 71, 71, 71, 71, 84, 84, 84, 84, 77, 77, 77, 77, 27, 27, 27, 27, 97, 97, 97, 97, 46, 46, 46, 46]"
3403,94,"[30, 30, 30, 30, 12, 12, 12, 12, 97, 97, 97, 97, 42, 42, 42, 42, 95, 95, 95, 95, 28, 28, 28, 28, 13, 13, 13, 13, 37, 37, 37, 37, 98, 98, 98, 98]"
3404,30,"[77, 77, 77, 77, 48, 48, 48, 48, 2, 2, 2, 2, 3, 3, 3, 3, 47, 47, 47, 47, 89, 89, 89, 89, 1, 1, 1, 1, 8, 8, 8, 8, 54, 54, 54, 54]"
3405,29,"[26, 26, 26, 26, 4, 4, 4, 4, 39, 39, 39, 39, 47, 47, 47, 47, 58, 58, 58, 58, 84, 84, 84, 84, 73, 73, 73, 73, 63, 63, 63, 63, 92, 92, 92, 92]"
3406,19,"[5, 5, 5, 5, 59, 59, 59, 59, 17, 17, 17, 17, 42, 42, 42, 42, 22, 22, 22, 22, 85, 85, 85, 85, 21, 21, 21, 21, 42, 42, 42, 42, 90, 90, 90, 90]"
3407,38,"[47, 47, 47, 47, 0, 0, 0, 0, 53, 53, 53, 53, 52, 52, 52, 52, 98, 98, 98, 98, 92, 92, 92, 92, 54, 54, 54, 54, 28, 28, 28, 28, 66, 66, 66, 66]"
3408,67,"[89, 89, 89, 89, 73, 73, 73, 73, 43, 43, 43, 43, 48, 48, 48, 48, 41, 41, 41, 41, 96, 96, 96, 96, 65, 65, 65, 65, 93, 93, 93, 93, 83, 83, 83, 83]"
3409,11,"[95, 95, 95, 95, 5, 5, 5, 5, 66, 66, 66, 66, 88, 88, 88, 88, 34, 34, 34, 34, 7, 7, 7, 7, 88, 88, 88, 88, 36, 36, 36, 36, 29, 29, 29, 29]"
3410,11,"[15, 15, 15, 15, 97, 97, 97, 97, 92, 92, 92, 92, 53, 53, 53, 53, 67, 67, 67, 67, 92, 92, 92, 92, 74, 74, 74, 74, 56, 56, 56, 56, 4, 4, 4, 4]"
3411,67,"[66, 66, 66, 66, 26, 26, 26, 26, 40, 40, 40, 40, 6, 6, 6, 6, 75, 75, 75, 75, 32, 32, 32, 32, 33, 33, 33, 33, 95, 95, 95, 95, 100, 100, 100, 100]"
3412,55,"[1, 1, 1, 1, 49, 49, 49, 49, 16, 16, 16, 16, 43, 43, 43, 43, 68, 68, 68, 68, 83, 83, 83, 83, 69, 69, 69, 69, 67, 67, 67, 67, 10, 10, 10, 10]"
3413,12,"[83, 83, 83, 83, 75, 75, 75, 75, 59, 59, 59, 59, 8, 8, 8, 8, 94, 94, 94, 94, 35, 35, 35, 35, 75, 75, 75, 75, 93, 93, 93, 93, 87, 87, 87, 87]"
3414,98,"[43, 43, 43, 43, 57, 57, 57, 57, 38, 38, 38, 38, 51, 51, 51, 51, 84, 84, 84, 84, 67, 67, 67, 67, 26, 26, 26, 26, 29, 29, 29, 29, 21, 21, 21, 21]"
3415,14,"[44, 44, 44, 44, 7, 7, 7, 7, 30, 30, 30, 30, 43, 43, 43, 43, 62, 62, 62, 62, 12, 12, 12, 12, 30, 30, 30, 30, 58, 58, 58, 58, 41, 41, 41, 41]"
3416,12,"[91, 91, 91, 91, 56, 56, 56, 56, 58, 58, 58, 58, 80, 80, 80, 80, 88, 88, 88, 88, 86, 86, 86, 86, 27, 27, 27, 27, 53, 53, 53, 53, 78, 78, 78, 78]"
3417,34,"[87, 87, 87, 87, 18, 18, 18, 18, 43, 43, 43, 43, 95, 95, 95, 95, 25, 25, 25, 25, 20, 20, 20, 20, 58, 58, 58, 58, 76, 76, 76, 76, 85, 85, 85, 85]"
3418,76,"[42, 42, 42, 42, 94, 94, 94, 94, 100, 100, 100, 100, 89, 89, 89, 89, 71, 71, 71, 71, 36, 36, 36, 36, 92, 92, 92, 92, 68, 68, 68, 68, 56, 56, 56, 56]"
3419,75,"[88, 88, 88, 88, 56, 56, 56, 56, 54, 54, 54, 54, 100, 100, 100, 100, 45, 45, 45, 45, 52, 52, 52, 52, 44, 44, 44, 44, 55, 55, 55, 55, 79, 79, 79, 79]"
3420,9,"[24, 24, 24, 24, 10, 10, 10, 10, 55, 55, 55, 55, 88, 88, 88, 88, 61, 61, 61, 61, 32, 32, 32, 32, 67, 67, 67, 67, 46, 46, 46, 46, 54, 54, 54, 54]"
3421,83,"[73, 73, 73, 73, 51, 51, 51, 51, 23, 23, 23, 23, 29, 29, 29, 29, 47, 47, 47, 47, 46, 46, 46, 46, 96, 96, 96, 96, 41, 41, 41, 41, 97, 97, 97, 97]"
3422,73,"[41, 41, 41, 41, 53, 53, 53, 53, 47, 47, 47, 47, 8, 8, 8, 8, 50, 50, 50, 50, 54, 54, 54, 54, 44, 44, 44, 44, 100, 100, 100, 100, 34, 34, 34, 34]"
3423,17,"[96, 96, 96, 96, 56, 56, 56, 56, 98, 98, 98, 98, 2, 2, 2, 2, 18, 18, 18, 18, 37, 37, 37, 37, 89, 89, 89, 89, 83, 83, 83, 83, 89, 89, 89, 89]"
3424,66,"[13, 13, 13, 13, 70, 70, 70, 70, 93, 93, 93, 93, 89, 89, 89, 89, 85, 85, 85, 85, 47, 47, 47, 47, 95, 95, 95, 95, 33, 33, 33, 33, 29, 29, 29, 29]"
3425,42,"[10, 10, 10, 10, 11, 11, 11, 11, 51, 51, 51, 51, 94, 94, 94, 94, 86, 86, 86, 86, 72, 72, 72, 72, 100, 100, 100, 100, 67, 67, 67, 67, 33, 33, 33, 33]"
3426,100,"[99, 99, 99, 99, 25, 25, 25, 25, 12, 12, 12, 12, 1, 1, 1, 1, 34, 34, 34, 34, 47, 47, 47, 47, 68, 68, 68, 68, 59, 59, 59, 59, 100, 100, 100, 100]"
3427,18,"[28, 28, 28, 28, 16, 16, 16, 16, 41, 41, 41, 41, 87, 87, 87, 87, 97, 97, 97, 97, 51, 51, 51, 51, 27, 27, 27, 27, 89, 89, 89, 89, 14, 14, 14, 14]"
3428,83,"[22, 22, 22, 22, 90, 90, 90, 90, 59, 59, 59, 59, 25, 25, 25, 25, 68, 68, 68, 68, 24, 24, 24, 24, 74, 74, 74, 74, 11, 11, 11, 11, 89, 89, 89, 89]"
3429,42,"[9, 9, 9, 9, 73, 73, 73, 73, 17, 17, 17, 17, 75, 75, 75, 75, 91, 91, 91, 91, 72, 72, 72, 72, 22, 22, 22, 22, 32, 32, 32, 32, 92, 92, 92, 92]"
3430,5,"[78, 78, 78, 78, 61, 61, 61, 61, 87, 87, 87, 87, 44, 44, 44, 44, 94, 94, 94, 94, 90, 90, 90, 90, 7, 7, 7, 7, 54, 54, 54, 54, 76, 76, 76, 76]"
3431,38,"[21, 21, 21, 21, 19, 19, 19, 19, 27, 27, 27, 27, 11, 11, 11, 11, 3, 3, 3, 3, 0, 0, 0, 0, 77, 77, 77, 77, 67, 67, 67, 67, 75, 75, 75, 75]"
3432,24,"[92, 92, 92, 92, 19, 19, 19, 19, 27, 27, 27, 27, 29, 29, 29, 29, 15, 15, 15, 15, 3, 3, 3, 3, 11, 11, 11, 11, 67, 67, 67, 67, 54, 54, 54, 54]"
3433,75,"[87, 87, 87, 87, 41, 41, 41, 41, 92, 92, 92, 92, 5, 5, 5, 5, 83, 83, 83, 83, 67, 67, 67, 67, 43, 43, 43, 43, 55, 55, 55, 55, 31, 31, 31, 31]"
3434,87,"[32, 32, 32, 32, 9, 9, 9, 9, 6, 6, 6, 6, 43, 43, 43, 43, 43, 43, 43, 43, 72, 72, 72, 72, 53, 53, 53, 53, 11, 11, 11, 11, 62, 62, 62, 62]"
3435,67,"[87, 87, 87, 87, 36, 36, 36, 36, 92, 92, 92, 92, 53, 53, 53, 53, 6, 6, 6, 6, 95, 95, 95, 95, 91, 91, 91, 91, 96, 96, 96, 96, 97, 97, 97, 97]"
3436,92,"[73, 73, 73, 73, 77, 77, 77, 77, 57, 57, 57, 57, 17, 17, 17, 17, 24, 24, 24, 24, 76, 76, 76, 76, 88, 88, 88, 88, 86, 86, 86, 86, 33, 33, 33, 33]"
3437,33,"[29, 29, 29, 29, 69, 69, 69, 69, 24, 24, 24, 24, 49, 49, 49, 49, 8, 8, 8, 8, 22, 22, 22, 22, 63, 63, 63, 63, 47, 47, 47, 47, 9, 9, 9, 9]"
3438,59,"[58, 58, 58, 58, 96, 96, 96, 96, 87, 87, 87, 87, 48, 48, 48, 48, 90, 90, 90, 90, 34, 34, 34, 34, 34, 34, 34, 34, 12, 12, 12, 12, 16, 16, 16, 16]"
3439,63,"[88, 88, 88, 88, 30, 30, 30, 30, 35, 35, 35, 35, 83, 83, 83, 83, 28, 28, 28, 28, 98, 98, 98, 98, 35, 35, 35, 35, 8, 8, 8, 8, 22, 22, 22, 22]"
3440,35,"[26, 26, 26, 26, 7, 7, 7, 7, 7, 7, 7, 7, 11, 11, 11, 11, 62, 62, 62, 62, 8, 8, 8, 8, 45, 45, 45, 45, 12, 12, 12, 12, 62, 62, 62, 62]"
3441,82,"[21, 21, 21, 21, 71, 71, 71, 71, 46, 46, 46, 46, 2, 2, 2, 2, 38, 38, 38, 38, 0, 0, 0, 0, 98, 98, 98, 98, 56, 56, 56, 56, 47, 47, 47, 47]"
3442,81,"[4, 4, 4, 4, 49, 49, 49, 49, 31, 31, 31, 31, 81, 81, 81, 81, 53, 53, 53, 53, 24, 24, 24, 24, 95, 95, 95, 95, 64, 64, 64, 64, 5, 5, 5, 5]"
3443,55,"[43, 43, 43, 43, 81, 81, 81, 81, 81, 81, 81, 81, 1, 1, 1, 1, 95, 95, 95, 95, 23, 23, 23, 23, 41, 41, 41, 41, 100, 100, 100, 100, 22, 22, 22, 22]"
3444,77,"[15, 15, 15, 15, 69, 69, 69, 69, 43, 43, 43, 43, 23, 23, 23, 23, 9, 9, 9, 9, 40, 40, 40, 40, 73, 73, 73, 73, 9, 9, 9, 9, 59, 59, 59, 59]"
3445,47,"[97, 97, 97, 97, 91, 91, 91, 91, 22, 22, 22, 22, 17, 17, 17, 17, 73, 73, 73, 73, 97, 97, 97, 97, 79, 79, 79, 79, 38, 38, 38, 38, 7, 7, 7, 7]"
3446,99,"[74, 74, 74, 74, 32, 32, 32, 32, 34, 34, 34, 34, 48, 48, 48, 48, 98, 98, 98, 98, 92, 92, 92, 92, 40, 40, 40, 40, 62, 62, 62, 62, 54, 54, 54, 54]"
3447,7,"[32, 32, 32, 32, 15, 15, 15, 15, 9, 9, 9, 9, 41, 41, 41, 41, 96, 96, 96, 96, 62, 62, 62, 62, 61, 61, 61, 61, 55, 55, 55, 55, 77, 77, 77, 77]"
3448,43,"[70, 70, 70, 70, 8, 8, 8, 8, 69, 69, 69, 69, 14, 14, 14, 14, 87, 87, 87, 87, 81, 81, 81, 81, 95, 95, 95, 95, 8, 8, 8, 8, 78, 78, 78, 78]"
3449,80,"[27, 27, 27, 27, 48, 48, 48, 48, 97, 97, 97, 97, 9, 9, 9, 9, 86, 86, 86, 86, 32, 32, 32, 32, 13, 13, 13, 13, 4, 4, 4, 4, 74, 74, 74, 74]"
3450,97,"[61, 61, 61, 61, 87, 87, 87, 87, 97, 97, 97, 97, 84, 84, 84, 84, 18, 18, 18, 18, 52, 52, 52, 52, 82, 82, 82, 82, 20, 20, 20, 20, 46, 46, 46, 46]"
3451,93,"[24, 24, 24, 24, 23, 23, 23, 23, 16, 16, 16, 16, 6, 6, 6, 6, 92, 92, 92, 92, 20, 20, 20, 20, 73, 73, 73, 73, 62, 62, 62, 62, 99, 99, 99, 99]"
3452,12,"[76, 76, 76, 76, 98, 98, 98, 98, 12, 12, 12, 12, 84, 84, 84, 84, 14, 14, 14, 14, 5, 5, 5, 5, 15, 15, 15, 15, 7, 7, 7, 7, 44, 44, 44, 44]"
3453,64,"[98, 98, 98, 98, 92, 92, 92, 92, 3, 3, 3, 3, 2, 2, 2, 2, 99, 99, 99, 99, 52, 52, 52, 52, 29, 29, 29, 29, 100, 100, 100, 100, 33, 33, 33, 33]"
3454,1,"[21, 21, 21, 21, 32, 32, 32, 32, 45, 45, 45, 45, 61, 61, 61, 61, 81, 81, 81, 81, 97, 97, 97, 97, 81, 81, 81, 81, 22, 22, 22, 22, 22, 22, 22, 22]"
3455,73,"[100, 100, 100, 100, 29, 29, 29, 29, 42, 42, 42, 42, 61, 61, 61, 61, 23, 23, 23, 23, 91, 91, 91, 91, 67, 67, 67, 67, 92, 92, 92, 92, 44, 44, 44, 44]"
3456,99,"[92, 92, 92, 92, 33, 33, 33, 33, 31, 31, 31, 31, 53, 53, 53, 53, 38, 38, 38, 38, 82, 82, 82, 82, 32, 32, 32, 32, 0, 0, 0, 0, 59, 59, 59, 59]"
3457,20,"[40, 40, 40, 40, 8, 8, 8, 8, 59, 59, 59, 59, 36, 36, 36, 36, 11, 11, 11, 11, 71, 71, 71, 71, 23, 23, 23, 23, 74, 74, 74, 74, 95, 95, 95, 95]"
3458,26,"[44, 44, 44, 44, 65, 65, 65, 65, 1, 1, 1, 1, 96, 96, 96, 96, 32, 32, 32, 32, 83, 83, 83, 83, 20, 20, 20, 20, 87, 87, 87, 87, 47, 47, 47, 47]"
3459,39,"[78, 78, 78, 78, 6, 6, 6, 6, 48, 48, 48, 48, 65, 65, 65, 65, 16, 16, 16, 16, 1, 1, 1, 1, 35, 35, 35, 35, 96, 96, 96, 96, 25, 25, 25, 25]"
3460,73,"[51, 51, 51, 51, 84, 84, 84, 84, 95, 95, 95, 95, 31, 31, 31, 31, 91, 91, 91, 91, 73, 73, 73, 73, 39, 39, 39, 39, 13, 13, 13, 13, 39, 39, 39, 39]"
3461,92,"[30, 30, 30, 30, 59, 59, 59, 59, 30, 30, 30, 30, 93, 93, 93, 93, 88, 88, 88, 88, 81, 81, 81, 81, 13, 13, 13, 13, 13, 13, 13, 13, 17, 17, 17, 17]"
3462,61,"[7, 7, 7, 7, 32, 32, 32, 32, 65, 65, 65, 65, 31, 31, 31, 31, 30, 30, 30, 30, 8, 8, 8, 8, 49, 49, 49, 49, 85, 85, 85, 85, 100, 100, 100, 100]"
3463,38,"[11, 11, 11, 11, 66, 66, 66, 66, 70, 70, 70, 70, 17, 17, 17, 17, 11, 11, 11, 11, 76, 76, 76, 76, 39, 39, 39, 39, 83, 83, 83, 83, 65, 65, 65, 65]"
3464,86,"[35, 35, 35, 35, 71, 71, 71, 71, 21, 21, 21, 21, 94, 94, 94, 94, 77, 77, 77, 77, 94, 94, 94, 94, 22, 22, 22, 22, 6, 6, 6, 6, 82, 82, 82, 82]"
3465,87,"[18, 18, 18, 18, 67, 67, 67, 67, 14, 14, 14, 14, 2, 2, 2, 2, 54, 54, 54, 54, 32, 32, 32, 32, 67, 67, 67, 67, 4, 4, 4, 4, 7, 7, 7, 7]"
3466,62,"[10, 10, 10, 10, 14, 14, 14, 14, 97, 97, 97, 97, 15, 15, 15, 15, 42, 42, 42, 42, 54, 54, 54, 54, 45, 45, 45, 45, 74, 74, 74, 74, 81, 81, 81, 81]"
3467,22,"[0, 0, 0, 0, 84, 84, 84, 84, 32, 32, 32, 32, 75, 75, 75, 75, 83, 83, 83, 83, 59, 59, 59, 59, 45, 45, 45, 45, 93, 93, 93, 93, 19, 19, 19, 19]"
3468,27,"[23, 23, 23, 23, 100, 100, 100, 100, 86, 86, 86, 86, 26, 26, 26, 26, 43, 43, 43, 43, 13, 13, 13, 13, 48, 48, 48, 48, 39, 39, 39, 39, 43, 43, 43, 43]"
3469,16,"[91, 91, 91, 91, 64, 64, 64, 64, 23, 23, 23, 23, 70, 70, 70, 70, 74, 74, 74, 74, 63, 63, 63, 63, 33, 33, 33, 33, 49, 49, 49, 49, 91, 91, 91, 91]"
3470,33,"[69, 69, 69, 69, 52, 52, 52, 52, 24, 24, 24, 24, 46, 46, 46, 46, 70, 70, 70, 70, 81, 81, 81, 81, 69, 69, 69, 69, 2, 2, 2, 2, 11, 11, 11, 11]"
3471,95,"[34, 34, 34, 34, 59, 59, 59, 59, 44, 44, 44, 44, 34, 34, 34, 34, 89, 89, 89, 89, 50, 50, 50, 50, 24, 24, 24, 24, 10, 10, 10, 10, 21, 21, 21, 21]"
3472,91,"[21, 21, 21, 21, 87, 87, 87, 87, 7, 7, 7, 7, 16, 16, 16, 16, 72, 72, 72, 72, 92, 92, 92, 92, 48, 48, 48, 48, 63, 63, 63, 63, 58, 58, 58, 58]"
3473,66,"[16, 16, 16, 16, 36, 36, 36, 36, 22, 22, 22, 22, 96, 96, 96, 96, 97, 97, 97, 97, 68, 68, 68, 68, 46, 46, 46, 46, 6, 6, 6, 6, 22, 22, 22, 22]"
3474,24,"[9, 9, 9, 9, 21, 21, 21, 21, 15, 15, 15, 15, 39, 39, 39, 39, 23, 23, 23, 23, 54, 54, 54, 54, 50, 50, 50, 50, 84, 84, 84, 84, 20, 20, 20, 20]"
3475,13,"[75, 75, 75, 75, 44, 44, 44, 44, 54, 54, 54, 54, 67, 67, 67, 67, 23, 23, 23, 23, 70, 70, 70, 70, 63, 63, 63, 63, 54, 54, 54, 54, 13, 13, 13, 13]"
3476,31,"[76, 76, 76, 76, 2, 2, 2, 2, 22, 22, 22, 22, 92, 92, 92, 92, 75, 75, 75, 75, 72, 72, 72, 72, 12, 12, 12, 12, 62, 62, 62, 62, 28, 28, 28, 28]"
3477,62,"[60, 60, 60, 60, 90, 90, 90, 90, 57, 57, 57, 57, 47, 47, 47, 47, 54, 54, 54, 54, 27, 27, 27, 27, 7, 7, 7, 7, 69, 69, 69, 69, 26, 26, 26, 26]"
3478,70,"[57, 57, 57, 57, 61, 61, 61, 61, 32, 32, 32, 32, 96, 96, 96, 96, 46, 46, 46, 46, 63, 63, 63, 63, 37, 37, 37, 37, 74, 74, 74, 74, 31, 31, 31, 31]"
3479,24,"[97, 97, 97, 97, 10, 10, 10, 10, 27, 27, 27, 27, 12, 12, 12, 12, 6, 6, 6, 6, 71, 71, 71, 71, 51, 51, 51, 51, 39, 39, 39, 39, 18, 18, 18, 18]"
3480,96,"[61, 61, 61, 61, 84, 84, 84, 84, 15, 15, 15, 15, 50, 50, 50, 50, 6, 6, 6, 6, 9, 9, 9, 9, 61, 61, 61, 61, 60, 60, 60, 60, 93, 93, 93, 93]"
3481,60,"[95, 95, 95, 95, 44, 44, 44, 44, 17, 17, 17, 17, 74, 74, 74, 74, 78, 78, 78, 78, 51, 51, 51, 51, 5, 5, 5, 5, 83, 83, 83, 83, 98, 98, 98, 98]"
3482,70,"[67, 67, 67, 67, 53, 53, 53, 53, 47, 47, 47, 47, 93, 93, 93, 93, 95, 95, 95, 95, 57, 57, 57, 57, 65, 65, 65, 65, 75, 75, 75, 75, 89, 89, 89, 89]"
3483,77,"[72, 72, 72, 72, 64, 64, 64, 64, 20, 20, 20, 20, 59, 59, 59, 59, 28, 28, 28, 28, 83, 83, 83, 83, 75, 75, 75, 75, 81, 81, 81, 81, 70, 70, 70, 70]"
3484,30,"[71, 71, 71, 71, 27, 27, 27, 27, 90, 90, 90, 90, 41, 41, 41, 41, 30, 30, 30, 30, 98, 98, 98, 98, 87, 87, 87, 87, 15, 15, 15, 15, 24, 24, 24, 24]"
3485,77,"[89, 89, 89, 89, 37, 37, 37, 37, 54, 54, 54, 54, 59, 59, 59, 59, 69, 69, 69, 69, 37, 37, 37, 37, 4, 4, 4, 4, 99, 99, 99, 99, 21, 21, 21, 21]"
3486,32,"[99, 99, 99, 99, 33, 33, 33, 33, 82, 82, 82, 82, 46, 46, 46, 46, 74, 74, 74, 74, 27, 27, 27, 27, 30, 30, 30, 30, 21, 21, 21, 21, 67, 67, 67, 67]"
3487,79,"[31, 31, 31, 31, 13, 13, 13, 13, 31, 31, 31, 31, 91, 91, 91, 91, 39, 39, 39, 39, 60, 60, 60, 60, 93, 93, 93, 93, 40, 40, 40, 40, 29, 29, 29, 29]"
3488,42,"[3, 3, 3, 3, 35, 35, 35, 35, 29, 29, 29, 29, 26, 26, 26, 26, 49, 49, 49, 49, 85, 85, 85, 85, 19, 19, 19, 19, 38, 38, 38, 38, 53, 53, 53, 53]"
3489,33,"[54, 54, 54, 54, 65, 65, 65, 65, 95, 95, 95, 95, 76, 76, 76, 76, 34, 34, 34, 34, 79, 79, 79, 79, 69, 69, 69, 69, 28, 28, 28, 28, 22, 22, 22, 22]"
3490,23,"[19, 19, 19, 19, 55, 55, 55, 55, 47, 47, 47, 47, 11, 11, 11, 11, 13, 13, 13, 13, 87, 87, 87, 87, 20, 20, 20, 20, 31, 31, 31, 31, 44, 44, 44, 44]"
3491,29,"[98, 98, 98, 98, 5, 5, 5, 5, 62, 62, 62, 62, 37, 37, 37, 37, 3, 3, 3, 3, 51, 51, 51, 51, 3, 3, 3, 3, 73, 73, 73, 73, 3, 3, 3, 3]"
3492,81,"[33, 33, 33, 33, 75, 75, 75, 75, 29, 29, 29, 29, 36, 36, 36, 36, 51, 51, 51, 51, 91, 91, 91, 91, 64, 64, 64, 64, 32, 32, 32, 32, 70, 70, 70, 70]"
3493,83,"[23, 23, 23, 23, 59, 59, 59, 59, 68, 68, 68, 68, 41, 41, 41, 41, 35, 35, 35, 35, 19, 19, 19, 19, 89, 89, 89, 89, 98, 98, 98, 98, 15, 15, 15, 15]"
3494,84,"[29, 29, 29, 29, 69, 69, 69, 69, 0, 0, 0, 0, 65, 65, 65, 65, 18, 18, 18, 18, 43, 43, 43, 43, 11, 11, 11, 11, 42, 42, 42, 42, 77, 77, 77, 77]"
3495,81,"[59, 59, 59, 59, 50, 50, 50, 50, 61, 61, 61, 61, 47, 47, 47, 47, 59, 59, 59, 59, 60, 60, 60, 60, 84, 84, 84, 84, 18, 18, 18, 18, 14, 14, 14, 14]"
3496,6,"[17, 17, 17, 17, 84, 84, 84, 84, 19, 19, 19, 19, 50, 50, 50, 50, 79, 79, 79, 79, 88, 88, 88, 88, 60, 60, 60, 60, 100, 100, 100, 100, 33, 33, 33, 33]"
3497,12,"[75, 75, 75, 75, 13, 13, 13, 13, 87, 87, 87, 87, 46, 46, 46, 46, 24, 24, 24, 24, 69, 69, 69, 69, 97, 97, 97, 97, 59, 59, 59, 59, 26, 26, 26, 26]"
3498,40,"[78, 78, 78, 78, 67, 67, 67, 67, 45, 45, 45, 45, 90, 90, 90, 90, 54, 54, 54, 54, 96, 96, 96, 96, 97, 97, 97, 97, 53, 53, 53, 53, 27, 27, 27, 27]"
3499,42,"[97, 97, 97, 97, 64, 64, 64, 64, 79, 79, 79, 79, 80, 80, 80, 80, 32, 32, 32, 32, 42, 42, 42, 42, 25, 25, 25, 25, 99, 99, 99, 99, 64, 64, 64, 64]"
3500,60,"[14, 14, 14, 14, 93, 93, 93, 93, 56, 56, 56, 56, 58, 58, 58, 58, 43, 43, 43, 43, 98, 98, 98, 98, 10, 10, 10, 10, 52, 52, 52, 52, 89, 89, 89, 89]"
3501,96,"[9, 9, 9, 9, 97, 97, 97, 97, 25, 25, 25, 25, 64, 64, 64, 64, 73, 73, 73, 73, 19, 19, 19, 19, 3, 3, 3, 3, 43, 43, 43, 43, 60, 60, 60, 60]"
3502,61,"[81, 81, 81, 81, 95, 95, 95, 95, 7, 7, 7, 7, 24, 24, 24, 24, 65, 65, 65, 65, 40, 40, 40, 40, 80, 80, 80, 80, 72, 72, 72, 72, 41, 41, 41, 41]"
3503,41,"[66, 66, 66, 66, 45, 45, 45, 45, 41, 41, 41, 41, 47, 47, 47, 47, 31, 31, 31, 31, 56, 56, 56, 56, 36, 36, 36, 36, 90, 90, 90, 90, 89, 89, 89, 89]"
3504,57,"[25, 25, 25, 25, 46, 46, 46, 46, 79, 79, 79, 79, 45, 45, 45, 45, 42, 42, 42, 42, 46, 46, 46, 46, 28, 28, 28, 28, 67, 67, 67, 67, 92, 92, 92, 92]"
3505,16,"[92, 92, 92, 92, 18, 18, 18, 18, 33, 33, 33, 33, 96, 96, 96, 96, 51, 51, 51, 51, 4, 4, 4, 4, 67, 67, 67, 67, 72, 72, 72, 72, 1, 1, 1, 1]"
3506,21,"[70, 70, 70, 70, 70, 70, 70, 70, 78, 78, 78, 78, 65, 65, 65, 65, 2, 2, 2, 2, 34, 34, 34, 34, 64, 64, 64, 64, 48, 48, 48, 48, 63, 63, 63, 63]"
3507,42,"[11, 11, 11, 11, 70, 70, 70, 70, 21, 21, 21, 21, 15, 15, 15, 15, 12, 12, 12, 12, 10, 10, 10, 10, 31, 31, 31, 31, 10, 10, 10, 10, 3, 3, 3, 3]"
3508,71,"[73, 73, 73, 73, 98, 98, 98, 98, 99, 99, 99, 99, 14, 14, 14, 14, 4, 4, 4, 4, 54, 54, 54, 54, 71, 71, 71, 71, 64, 64, 64, 64, 15, 15, 15, 15]"
3509,77,"[37, 37, 37, 37, 79, 79, 79, 79, 0, 0, 0, 0, 26, 26, 26, 26, 93, 93, 93, 93, 41, 41, 41, 41, 97, 97, 97, 97, 0, 0, 0, 0, 33, 33, 33, 33]"
3510,24,"[27, 27, 27, 27, 52, 52, 52, 52, 58, 58, 58, 58, 65, 65, 65, 65, 54, 54, 54, 54, 50, 50, 50, 50, 27, 27, 27, 27, 34, 34, 34, 34, 32, 32, 32, 32]"
3511,76,"[77, 77, 77, 77, 99, 99, 99, 99, 52, 52, 52, 52, 47, 47, 47, 47, 58, 58, 58, 58, 3, 3, 3, 3, 82, 82, 82, 82, 65, 65, 65, 65, 2, 2, 2, 2]"
3512,86,"[12, 12, 12, 12, 22, 22, 22, 22, 70, 70, 70, 70, 5, 5, 5, 5, 56, 56, 56, 56, 40, 40, 40, 40, 47, 47, 47, 47, 34, 34, 34, 34, 82, 82, 82, 82]"
3513,25,"[63, 63, 63, 63, 87, 87, 87, 87, 57, 57, 57, 57, 93, 93, 93, 93, 15, 15, 15, 15, 71, 71, 71, 71, 64, 64, 64, 64, 44, 44, 44, 44, 43, 43, 43, 43]"
3514,33,"[14, 14, 14, 14, 16, 16, 16, 16, 83, 83, 83, 83, 76, 76, 76, 76, 3, 3, 3, 3, 97, 97, 97, 97, 5, 5, 5, 5, 79, 79, 79, 79, 91, 91, 91, 91]"
3515,79,"[7, 7, 7, 7, 47, 47, 47, 47, 45, 45, 45, 45, 15, 15, 15, 15, 98, 98, 98, 98, 71, 71, 71, 71, 12, 12, 12, 12, 52, 52, 52, 52, 44, 44, 44, 44]"
3516,43,"[21, 21, 21, 21, 58, 58, 58, 58, 89, 89, 89, 89, 15, 15, 15, 15, 19, 19, 19, 19, 61, 61, 61, 61, 64, 64, 64, 64, 34, 34, 34, 34, 29, 29, 29, 29]"
3517,79,"[64, 64, 64, 64, 89, 89, 89, 89, 83, 83, 83, 83, 37, 37, 37, 37, 75, 75, 75, 75, 93, 93, 93, 93, 40, 40, 40, 40, 6, 6, 6, 6, 38, 38, 38, 38]"
3518,85,"[98, 98, 98, 98, 61, 61, 61, 61, 76, 76, 76, 76, 20, 20, 20, 20, 27, 27, 27, 27, 73, 73, 73, 73, 41, 41, 41, 41, 37, 37, 37, 37, 46, 46, 46, 46]"
